battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,px_height,px_width,ram,talk_time,touch_screen,wifi,price_range
1150,1,2.7,0,0,0,39,0.4,151,8,397,800,999,11,1,0,Low
1254,1,2.3,0,0,1,44,0.2,149,1,204,1021,3011,12,1,0,Mid
1806,1,2,1,2,1,54,0.1,117,1,347,727,3142,6,0,1,High
603,0,1.5,0,8,0,12,0.7,114,6,1003,1284,1543,19,1,0,Mid_Low
1834,0,2.1,0,7,1,40,0.1,99,4,0,1987,3692,16,1,0,High
520,0,2.3,0,0,1,31,0.8,145,6,264,519,2753,17,0,1,Mid_Low
565,0,0.6,1,1,0,50,0.1,158,2,543,703,2156,6,1,1,Mid_Low
1689,1,0.5,0,11,0,9,0.5,150,5,467,675,2637,3,0,0,Mid
742,1,2.3,0,0,0,21,0.7,104,8,875,925,331,7,0,0,Low
1143,0,1.2,1,1,1,22,1,125,3,1116,1724,1214,16,1,0,Mid_Low
761,1,0.5,0,9,0,3,0.8,196,7,1325,1945,2248,15,1,1,Mid
959,1,1.3,1,0,0,36,0.4,196,5,1313,1331,3073,8,1,1,High
772,1,1.2,1,7,1,8,0.6,134,7,552,1802,422,15,0,0,Low
1015,1,0.8,0,5,0,12,0.5,102,3,335,679,2293,2,1,0,Mid_Low
1824,1,1.9,1,9,1,2,0.7,103,1,50,1105,3958,19,1,0,High
1130,1,0.5,1,1,1,29,0.7,130,1,593,1327,432,10,1,1,Low
1183,1,0.5,1,3,1,48,0.1,120,8,268,1010,1152,3,0,0,Low
574,1,2,1,0,1,26,0.5,118,6,382,1364,1303,2,0,1,Low
1472,0,3,0,4,1,20,0.3,169,2,443,892,797,11,1,0,Low
1868,1,0.5,0,2,1,40,0.9,179,8,576,884,298,17,1,0,Low
1375,0,2.9,0,2,0,20,0.4,147,6,596,679,3847,12,0,1,High
881,0,1,0,1,0,64,0.5,160,3,115,636,2110,6,1,1,Mid_Low
1742,1,0.5,1,5,1,43,0.9,176,3,356,1407,1921,3,1,0,Mid
1225,0,0.7,1,6,0,60,0.1,107,2,10,1567,2423,6,0,0,Mid
1970,1,0.5,1,0,1,15,1,132,2,1399,1684,1658,20,1,1,Mid
1186,1,0.5,1,2,0,21,0.4,160,8,68,584,2361,7,0,0,Mid_Low
1762,0,0.7,0,7,0,60,0.1,157,4,643,790,1380,14,0,0,Mid_Low
1731,1,1.4,1,4,1,4,0.5,163,6,809,1988,3892,4,1,1,High
852,0,1.8,1,5,1,8,0.8,160,5,683,1349,315,20,0,0,Low
848,1,1.5,1,4,1,36,0.3,151,4,56,527,2289,19,1,1,Mid_Low
1575,0,2.5,1,0,1,11,0.2,185,7,492,818,2182,17,1,0,Mid
1554,0,2.8,1,7,0,23,0.1,105,6,699,1492,2184,20,0,1,Mid
1972,1,1.6,0,0,0,48,0.5,92,8,290,804,2872,11,0,1,High
827,1,0.6,1,9,1,35,0.2,87,6,23,826,2367,15,0,1,Mid_Low
1063,0,1.5,0,7,0,3,0.9,155,4,394,849,1919,20,1,0,Mid_Low
1695,0,2.3,1,1,0,34,0.4,84,5,713,1742,3296,14,0,0,High
1343,0,2.4,1,5,1,14,0.9,81,8,1063,1205,462,11,1,1,Low
834,0,0.5,0,2,1,27,0.2,123,1,1421,1463,1591,20,1,0,Mid_Low
595,0,2.6,0,0,1,20,0.4,122,2,623,816,1593,2,0,1,Low
1081,1,1.9,1,13,1,42,0.1,101,7,83,816,2456,7,0,0,Mid_Low
911,0,1.4,1,3,0,14,0.7,199,4,1563,1692,2933,11,1,0,High
844,0,2.2,1,1,1,22,0.9,197,7,777,1995,3154,7,0,0,High
1335,1,3,0,3,0,60,0.8,180,2,83,559,3615,9,0,0,High
1883,0,1.6,0,9,0,24,0.1,87,1,203,915,3563,3,0,0,High
1128,1,0.5,1,6,0,33,0.6,147,8,938,1226,1440,19,0,0,Mid_Low
826,1,2.4,1,14,1,57,0.6,117,2,1077,1183,1907,5,0,0,Mid_Low
1650,0,2.3,0,0,1,38,0.7,89,1,773,881,324,2,1,1,Low
1162,0,1,0,0,0,50,0.5,104,4,332,866,1404,15,1,1,Mid_Low
1517,0,2.5,0,2,1,8,0.8,169,4,570,1645,2738,12,0,0,Mid
963,0,0.5,0,1,1,60,0.8,156,3,742,821,2722,16,0,0,Mid
1837,0,1,1,5,1,12,0.9,103,8,1420,1539,2294,20,0,1,High
1028,1,2.8,0,1,1,30,0.1,193,1,1801,1923,1424,13,0,1,Mid_Low
1831,1,2.2,1,4,0,55,1,189,8,1693,1790,1133,10,1,0,Mid_Low
571,1,2,1,5,1,58,0.6,101,6,31,1536,555,11,0,1,Low
1770,1,2.3,0,0,0,9,0.6,183,6,1098,1373,3785,14,0,1,High
970,1,1.3,1,5,0,59,0.2,84,7,1765,1786,3675,12,0,0,High
642,1,0.5,0,0,1,38,0.8,86,5,887,1775,435,2,1,0,Low
622,1,1.9,1,12,0,11,0.8,193,8,760,1964,3183,4,1,1,Mid
600,1,1.8,0,9,1,6,0.8,199,2,486,1032,3495,7,1,0,Mid
1412,0,0.6,0,9,0,57,0.2,86,3,2,660,1853,18,0,1,Mid_Low
733,0,0.8,0,7,0,16,0.4,138,4,202,1787,2648,19,1,0,Mid
1070,1,3,0,9,0,19,0.8,160,7,90,1614,2647,20,1,0,Mid
875,1,0.7,1,1,0,30,0.7,146,8,469,853,702,15,1,1,Low
1994,1,0.7,0,5,0,5,0.4,189,2,86,1546,1836,18,0,0,Mid
823,0,1,1,9,1,18,0.2,182,5,1180,1350,3894,9,1,0,High
1908,0,0.5,0,9,1,30,1,111,2,140,1046,2944,17,0,1,High
790,0,0.5,1,7,1,44,0.1,89,8,1100,1437,3424,9,1,0,High
1330,1,1.8,1,1,0,40,0.5,177,1,194,892,2678,14,1,1,Mid
1660,0,0.5,0,2,1,15,0.7,100,8,440,569,2424,9,1,0,Mid
1776,0,2.2,0,2,0,20,0.9,82,6,1563,1803,2671,12,1,1,High
1611,0,0.5,1,4,1,27,0.9,199,1,163,1011,3078,6,0,1,Mid
1410,1,0.5,1,0,1,15,0.3,92,3,192,1311,2304,18,1,0,Mid
1772,1,1.6,0,17,1,45,0.5,159,2,837,1405,1146,17,1,0,Mid_Low
1280,1,1.3,0,0,1,39,1,108,7,356,588,2335,2,0,1,Mid_Low
1712,1,0.9,1,2,0,23,1,155,7,155,663,1422,15,1,0,Mid_Low
1562,1,0.7,0,0,0,55,0.1,140,8,1032,1776,2096,3,0,0,Mid
891,0,1.9,1,1,1,18,0.1,153,6,40,1435,1303,4,1,1,Low
1957,0,1.2,1,18,1,36,0.8,151,2,1194,1727,1115,18,0,1,Mid_Low
1110,0,0.6,0,1,0,42,0.9,192,5,1179,1262,456,18,1,0,Low
875,1,1.4,1,1,1,43,0.6,104,8,902,969,3396,18,0,0,High
1211,1,1.2,0,0,0,28,0.3,130,2,58,963,2750,14,1,0,Mid
769,0,0.5,1,12,1,54,0.2,112,4,1385,1780,941,20,0,1,Low
671,0,2.9,0,7,1,2,0.1,95,6,614,1617,2278,2,0,0,Mid
1872,0,0.5,0,5,1,26,0.5,172,4,672,1088,2273,8,0,1,Mid
1076,0,2.3,1,0,1,14,0.7,191,5,1088,1718,2355,2,1,1,Mid
1325,0,1.9,0,2,0,50,0.1,146,1,499,695,2328,2,0,0,Mid
911,1,2.2,1,1,1,28,0.5,182,2,157,763,2638,13,1,1,Mid_Low
1273,1,0.7,0,1,0,23,0.6,178,6,485,1399,558,13,0,0,Low
1062,0,0.5,0,3,1,39,0.9,124,4,571,817,1345,11,0,1,Low
1317,0,1.5,0,6,0,12,0.1,154,2,431,542,425,11,1,1,Low
940,0,2.9,0,0,0,16,0.7,115,4,499,1090,2192,9,1,1,Mid_Low
729,1,2,0,0,0,14,0.6,135,6,563,1055,3397,17,0,1,Mid
1494,0,2.4,0,6,1,3,0.9,93,7,944,1003,1208,17,1,0,Mid_Low
1546,1,1.6,1,2,1,27,0.7,124,2,1138,1491,267,16,1,0,Low
1253,0,0.7,0,0,1,34,0.9,113,4,161,647,3518,8,1,1,High
895,0,0.5,1,6,0,16,0.3,164,8,126,1575,3122,4,0,1,Mid
793,1,1.9,1,0,1,43,0.3,124,8,15,1196,1050,3,1,1,Low
1628,1,1.8,1,11,0,56,0.1,136,2,500,1713,3358,12,1,1,High
625,0,2.7,1,2,0,42,0.8,138,8,203,1771,2929,17,0,0,Mid
1110,0,1.5,0,2,1,12,0.3,153,8,961,1950,624,15,0,0,Low
999,0,1.7,0,6,0,49,0.6,132,1,608,1970,1598,8,1,0,Mid_Low
1856,0,0.5,1,0,1,24,0.1,155,5,277,1155,2052,10,1,0,Mid
1715,0,2.6,1,9,1,15,0.6,120,6,114,1849,1249,4,1,0,Mid_Low
1897,1,1.9,0,2,1,54,0.3,154,2,630,738,412,2,0,0,Low
1202,1,2.4,1,0,0,19,0.1,122,2,404,1742,595,3,0,0,Low
1171,1,1.7,1,2,0,19,0.3,167,7,248,755,263,8,0,0,Low
964,0,2,0,0,1,22,0.7,86,8,225,1234,2577,5,1,0,Mid
1973,1,2.4,1,6,0,46,0.1,193,4,699,851,639,3,0,1,Low
1992,1,0.6,1,11,0,2,0.1,141,1,649,895,3206,10,1,0,High
546,1,2.6,1,5,0,26,1,159,5,416,1658,1550,3,1,0,Mid_Low
1093,0,0.5,0,1,1,31,0.6,171,2,1310,1420,1646,6,1,0,Mid_Low
1880,1,2,0,11,0,35,0.1,200,4,930,1983,1930,15,1,0,Mid
1765,0,1.1,0,3,0,11,0.7,87,2,835,1175,3695,18,0,0,High
1640,0,0.5,1,1,1,36,0.9,87,8,664,1806,3235,10,0,1,High
1830,0,0.5,0,0,0,7,0.9,191,6,460,1583,2334,14,1,0,Mid
826,0,0.6,0,3,0,62,0.7,187,4,778,1615,1998,17,0,0,Mid_Low
1864,0,2.2,0,0,1,7,0.1,142,1,225,1545,2258,10,0,0,Mid
586,1,0.6,0,16,1,42,0.3,121,7,785,1118,1869,7,1,1,Mid_Low
1206,0,3,1,10,1,30,0.6,127,3,1581,1713,1825,4,0,1,Mid
832,1,0.5,1,1,1,5,0.1,165,5,9,1944,3946,14,1,1,High
848,1,2.8,0,1,0,8,0.1,103,7,7,1294,436,15,1,1,Low
1851,0,2.9,0,0,0,53,0.7,112,6,174,1175,2678,8,0,0,Mid
1166,1,0.5,0,7,0,59,0.5,80,1,437,638,3887,7,0,1,High
1776,1,2.1,1,10,0,35,0.1,172,4,278,623,1813,20,1,1,Mid_Low
1254,1,1.2,0,2,1,27,0.2,134,2,1288,1372,817,16,1,1,Low
1494,0,1.6,1,4,1,24,0.2,101,1,979,1190,3614,9,0,0,High
984,1,2.2,1,0,1,39,0.5,119,8,56,1931,2013,16,1,0,Mid_Low
1179,1,0.8,0,1,0,5,0.9,154,5,913,1429,543,18,0,1,Low
513,0,1.9,0,8,0,27,0.4,174,8,282,710,3400,13,1,1,Mid
557,0,0.5,1,3,0,17,0.2,89,6,322,710,2623,16,0,0,Mid_Low
744,0,1.7,1,0,1,33,0.5,105,4,1252,1963,2700,19,0,0,Mid
1129,1,0.8,1,9,1,21,0.6,116,2,1128,1702,1400,13,1,0,Mid_Low
1148,0,2.3,1,0,1,58,0.3,170,5,606,688,3127,11,0,0,Mid
1793,0,2.7,0,12,1,44,0.7,175,5,655,1459,2803,6,1,1,High
1310,0,2.3,1,3,0,15,0.2,150,5,954,970,2518,5,1,1,Mid
1604,0,1.2,0,1,0,6,0.5,191,6,68,1042,3564,2,1,0,High
1676,0,1.6,0,2,0,37,0.2,145,1,134,1197,2515,4,0,1,Mid
1001,0,2.8,1,1,0,40,0.2,117,3,922,1836,3654,10,1,1,High
1086,0,2.7,0,0,1,24,0.1,135,8,1874,1976,3930,18,1,1,High
1986,1,0.5,1,7,1,39,0.1,89,7,251,599,3476,17,1,0,High
634,1,0.8,0,5,0,41,0.2,192,1,1362,1853,3242,4,0,1,High
502,0,0.8,0,7,0,52,1,82,6,281,1159,2666,20,1,0,Mid
1641,0,1.1,0,6,0,48,0.7,97,8,224,1994,1695,17,0,1,Mid
623,0,1.4,1,0,1,15,0.2,189,3,778,844,3510,18,0,1,Mid
962,1,1.1,1,3,0,17,0.1,161,8,546,1424,3438,20,0,0,High
1057,1,2.7,0,3,1,41,0.1,97,4,397,891,2033,2,1,0,Mid_Low
1862,0,1.5,0,1,0,62,1,182,1,386,1046,1017,9,0,0,Mid_Low
555,1,3,1,5,1,38,0.8,193,2,214,1970,1686,8,0,1,Mid_Low
1000,0,2.7,0,1,1,58,1,135,5,461,833,862,20,0,0,Low
841,0,0.5,0,6,1,11,0.3,81,5,125,675,957,11,1,0,Low
865,0,2.9,0,5,0,16,0.1,89,4,335,1009,3494,14,0,1,High
999,0,2.6,1,11,1,56,1,165,4,342,1641,3083,11,1,1,Mid
1232,0,1.2,0,12,0,30,0.9,131,6,625,761,1656,15,1,1,Mid_Low
1194,0,2.3,0,6,1,34,0.2,165,2,494,509,313,19,1,0,Low
612,1,0.5,1,1,1,20,0.8,179,8,1145,1487,3282,18,1,1,High
1362,1,2.9,0,0,0,47,0.5,186,6,600,1042,3629,5,1,1,High
1469,0,1.7,1,11,1,44,0.5,169,2,484,711,1687,5,1,1,Mid_Low
986,1,0.8,0,13,1,28,0.8,182,4,199,679,1149,18,1,0,Low
1843,0,2.8,0,1,1,62,0.8,104,3,21,832,3899,6,0,1,High
1561,0,0.5,1,10,1,4,0.5,134,2,885,1811,1783,10,1,0,Mid
1695,1,0.5,1,2,1,47,0.5,189,5,308,1208,1629,11,1,0,Mid_Low
667,0,2.6,1,3,0,8,0.8,185,1,1015,1947,2528,8,1,0,Mid
1768,1,2,0,0,1,2,0.8,88,7,1303,1814,3256,5,1,0,High
1269,1,2.8,1,16,0,41,1,180,8,406,1036,2341,16,0,1,Mid
1109,1,2.8,1,6,0,57,0.9,151,1,124,833,2785,16,0,0,Mid
936,0,0.5,1,14,1,14,0.1,164,3,150,1677,3761,12,0,0,High
1713,1,2,0,9,1,5,0.7,199,6,108,1963,1513,2,0,1,Mid_Low
1175,1,1.7,1,1,1,45,0.6,167,2,90,557,2240,5,1,0,Mid_Low
1940,1,1,1,0,1,5,0.2,194,4,588,1809,820,3,1,1,Mid_Low
855,1,0.5,0,2,1,59,0.5,159,2,1028,1196,1875,8,1,1,Mid_Low
771,1,0.5,1,0,1,33,0.1,157,3,776,1247,920,10,1,1,Low
645,0,2.5,0,10,1,63,1,174,4,278,584,3615,13,0,1,Mid
1307,0,1.8,0,2,0,7,0.6,88,7,897,1103,1412,5,0,1,Mid_Low
1948,0,2.9,1,4,0,5,0.2,136,1,651,700,361,10,1,0,Low
1509,0,0.6,1,5,0,50,0.3,81,4,1010,1684,1540,3,1,0,Mid_Low
626,1,2.8,1,3,1,11,0.8,109,2,737,1759,1077,4,0,1,Low
1190,0,2,1,0,0,40,0.2,93,5,1399,1646,3610,9,0,1,High
1727,1,2.1,1,10,0,57,0.3,158,6,376,1288,512,6,0,0,Low
1670,1,3,0,14,0,62,0.5,114,8,1117,1330,3024,20,0,1,High
1150,1,0.5,1,4,1,27,1,134,1,234,1947,1610,16,0,0,Mid_Low
1208,0,2.9,0,5,1,16,1,175,1,691,1028,2201,12,0,0,Mid_Low
1812,1,1.3,1,4,1,42,1,162,7,380,1550,3338,11,1,1,High
770,1,1.5,1,6,0,61,0.2,196,4,603,1483,3473,4,0,1,High
1559,1,1.3,1,10,1,10,0.3,114,8,117,681,2203,15,1,1,Mid_Low
1902,0,0.5,0,10,0,13,0.2,155,4,766,877,940,15,1,0,Mid_Low
1751,0,2.5,0,1,0,4,0.6,146,8,1499,1952,1155,12,1,1,Mid_Low
1416,1,1.8,1,0,0,20,0.1,93,4,1175,1578,3872,7,0,1,High
1288,0,0.5,1,3,1,61,0.2,115,6,988,1503,1882,10,0,1,Mid
1003,1,2.9,0,16,1,16,0.6,119,8,190,1905,1798,10,0,0,Mid_Low
1715,1,0.5,1,1,1,18,0.1,96,6,674,1375,2598,3,0,0,High
1967,0,0.5,0,0,1,46,0.6,199,1,518,1374,1567,7,1,0,Mid_Low
962,0,1,1,14,0,2,0.9,125,1,1618,1916,1491,14,0,0,Mid_Low
1487,0,1.5,0,5,1,42,0.8,120,2,857,989,2003,3,0,0,Mid
1569,1,1.6,1,4,1,54,0.9,190,4,371,665,3905,4,0,0,High
1146,0,3,0,5,1,57,0.4,111,5,73,583,291,11,1,1,Low
1379,1,1.5,0,6,1,9,0.8,118,8,98,755,1693,18,0,1,Mid_Low
1504,0,1.9,1,7,1,25,0.3,152,4,395,1853,1788,13,0,1,Mid_Low
1945,0,1.2,0,3,0,26,0.7,112,6,1064,1540,3322,20,0,1,High
1630,1,2.8,1,0,1,32,0.9,80,6,712,1726,1751,20,0,1,Mid
1125,1,2.7,0,10,0,23,0.4,117,1,774,939,1641,12,1,0,Mid_Low
614,1,0.7,0,4,1,51,0.1,178,7,1012,1040,2854,12,0,1,Mid
854,0,1,0,5,1,17,0.9,101,4,730,1148,3115,2,0,0,Mid
1470,1,1.7,1,6,0,45,0.1,121,1,777,1090,3259,14,0,1,High
1826,1,0.5,1,5,1,49,0.6,172,8,973,1633,1612,17,1,0,Mid
807,1,0.5,1,0,0,37,0.2,127,4,245,829,2319,4,0,0,Mid_Low
1996,1,2.8,1,0,1,7,0.1,138,5,937,1083,1258,16,0,0,Mid_Low
1083,1,2,0,3,0,41,0.7,158,5,937,1164,1543,10,0,1,Mid_Low
1035,0,0.5,1,14,1,49,0.3,178,2,574,1171,3991,19,0,0,High
1521,1,1.6,0,5,1,62,0.3,143,1,678,1630,3555,19,0,0,High
1314,1,2.8,1,13,1,5,1,87,4,82,512,3411,18,0,0,High
535,0,1.9,0,5,0,24,0.2,190,8,398,1775,524,4,0,0,Low
673,1,1.9,0,13,1,35,0.4,142,6,1096,1570,3541,4,0,1,High
1219,0,1.6,1,5,0,4,0.3,169,6,1419,1698,1998,4,0,0,Mid
1606,1,0.5,1,0,1,33,0.9,200,5,157,770,3437,2,0,0,High
1603,1,0.5,1,1,1,17,0.5,114,2,430,1207,1637,11,0,1,Mid_Low
1958,0,0.5,0,6,1,52,0.4,153,1,1524,1848,3064,3,0,0,High
695,0,0.5,0,18,1,12,0.6,196,2,1649,1829,2855,7,1,1,Mid
1441,0,0.6,1,0,1,53,0.5,106,1,254,954,1393,4,1,1,Mid_Low
1470,0,2.2,1,4,1,33,0.4,138,7,1790,1988,1633,4,0,0,Mid
1890,0,1.1,0,4,1,48,0.5,127,4,1438,1832,2392,15,0,1,High
1152,1,2.1,1,0,1,26,0.3,82,2,1304,1673,3284,8,0,1,High
1619,1,0.9,0,3,0,20,0.9,117,6,813,1180,464,16,0,1,Low
1002,1,1.8,0,1,0,45,0.7,180,7,948,1007,1234,18,1,0,Low
742,1,0.5,0,0,1,36,0.7,139,3,1161,1288,292,6,1,1,Low
1306,1,2.1,1,2,1,33,0.4,174,3,867,1258,2521,16,0,0,Mid
1424,1,2.9,1,0,0,20,0.6,180,5,181,1199,2658,19,0,0,Mid
942,0,1.4,1,8,0,27,0.5,91,4,754,1532,587,13,1,1,Low
1934,1,2.7,0,8,1,2,0.1,118,4,242,1127,2190,9,0,1,Mid
1290,1,1.4,1,19,1,35,0.3,110,4,405,742,879,8,0,0,Low
930,0,2.1,1,0,0,54,0.9,80,1,1569,1763,1743,9,1,0,Mid
1699,1,0.5,0,16,0,21,0.1,156,4,105,1099,1181,18,1,0,Mid_Low
1849,1,0.5,0,1,0,29,0.5,181,7,978,1986,3330,15,0,1,High
1922,0,0.5,0,15,1,42,0.6,153,8,725,1882,3564,17,0,0,High
548,0,1,1,0,1,56,0.4,146,4,657,1657,562,8,1,1,Low
916,1,0.5,0,0,1,47,0.2,82,4,1147,1393,1659,11,1,0,Mid_Low
1783,1,0.5,0,8,0,14,0.6,183,8,910,1566,1816,7,0,1,Mid
1083,1,1.4,1,2,1,49,0.8,156,5,295,503,1338,5,1,1,Low
1698,0,2.8,0,10,1,7,0.8,131,8,26,508,2992,17,1,0,Mid
1969,0,0.8,1,5,1,7,0.2,85,8,332,764,315,7,1,0,Low
869,0,1.9,0,0,0,2,0.6,197,7,519,533,3249,12,0,1,Mid
1337,1,2.7,1,0,0,5,0.7,200,4,161,1029,3242,20,1,0,Mid
637,1,0.8,1,2,0,28,0.6,194,4,1080,1289,2725,7,0,0,Mid
833,1,0.6,1,0,1,27,0.3,145,4,649,1290,586,19,0,1,Low
1248,0,2.4,0,6,1,9,0.4,89,3,71,1686,2454,13,1,0,Mid
1174,1,0.9,0,7,0,30,1,147,4,744,1244,804,16,1,1,Low
1831,1,2.3,0,3,1,44,0.2,148,7,437,1113,2460,18,0,0,Mid
1002,0,2.6,1,7,0,27,0.1,146,1,115,1111,1295,17,0,1,Low
1010,1,2,1,2,1,8,0.9,139,5,547,957,2625,12,1,0,Mid
1117,1,0.5,1,2,0,21,0.1,177,2,495,1035,1999,2,0,1,Mid_Low
990,1,2.7,1,3,0,15,0.9,153,2,1466,1717,2698,6,0,0,Mid
1564,0,1.4,0,5,1,26,0.1,129,6,117,1115,3742,13,1,0,High
1065,0,2.8,1,0,1,21,0.1,158,5,760,1722,1193,20,0,1,Mid_Low
1982,0,1.1,0,12,0,24,0.1,129,7,764,1873,3511,15,1,1,High
1607,0,1.1,1,6,1,20,1,192,2,776,1005,885,14,1,0,Low
1066,0,3,1,6,1,5,0.5,167,5,53,1504,1044,11,0,0,Low
681,0,0.5,1,12,1,17,0.9,194,5,371,1702,2548,5,0,1,Mid
1163,1,2.1,1,0,1,19,0.9,132,2,728,818,2940,15,0,1,Mid
1285,0,0.8,1,4,1,11,0.8,199,5,1791,1896,3966,2,1,1,High
753,1,0.5,0,11,1,48,0.1,121,8,606,1316,3484,16,0,0,High
1779,1,2.6,1,2,0,5,0.8,90,1,1225,1717,1246,20,1,0,Mid_Low
987,1,1.9,0,4,1,52,0.5,83,3,419,736,2757,15,1,0,Mid
511,0,0.9,1,15,1,24,0.6,136,3,367,1264,2378,4,0,0,Mid_Low
1044,0,1.8,0,4,1,12,0.7,104,6,1230,1263,1794,19,1,1,Mid_Low
1855,0,0.5,0,5,0,32,0.6,187,8,267,1161,3933,7,0,1,High
946,1,1.4,0,9,0,26,0.1,186,6,273,891,1637,6,0,1,Low
657,1,1.9,1,2,0,21,0.1,110,8,705,1905,783,11,1,0,Low
1673,1,1.6,0,2,0,42,0.5,182,5,214,679,3094,20,0,0,Mid
731,1,0.5,1,0,1,28,0.5,130,8,424,1032,1774,10,0,0,Mid_Low
926,1,0.8,0,6,1,59,0.8,161,7,84,793,256,2,0,1,Low
1261,0,0.5,0,3,1,52,0.3,86,2,605,1429,1365,16,0,1,Mid_Low
618,0,1.1,0,11,1,45,0.2,188,3,1175,1586,2339,10,1,0,Mid
936,1,2.3,0,5,1,57,0.2,129,2,657,938,2049,5,1,0,Mid_Low
1485,1,0.9,1,0,1,28,0.8,158,5,371,1023,3241,11,1,0,High
1339,1,0.5,1,10,1,21,0.5,80,4,833,1441,867,3,1,0,Low
508,1,1.3,0,1,0,50,0.7,82,5,102,1195,2175,14,0,1,Mid_Low
1938,1,0.5,1,5,0,44,0.5,121,2,1299,1935,3497,18,1,0,High
995,0,1.3,1,1,0,10,0.1,104,4,258,1889,609,5,0,1,Low
1086,1,1.7,1,0,1,43,0.2,111,6,56,1150,3285,17,1,0,Mid
1322,0,2.3,1,1,1,35,0.1,157,1,443,708,3684,6,0,0,High
1864,0,1.9,1,2,0,57,0.1,181,6,1279,1793,3586,8,0,1,High
1944,1,0.5,0,1,1,26,0.5,92,4,313,712,2322,7,0,1,Mid
581,0,0.6,0,5,1,56,0.2,180,2,523,565,354,13,1,1,Low
1020,1,0.7,1,3,1,27,0.7,128,4,919,1482,3204,9,0,1,High
1936,0,1.3,0,2,0,44,0.1,139,3,570,1021,1400,3,0,1,Mid_Low
1329,1,1.7,0,5,1,23,0.6,198,8,380,682,2308,9,1,0,Mid_Low
808,1,0.5,1,3,0,46,0.5,105,8,119,529,1082,10,0,1,Low
994,0,1.2,1,4,0,40,0.9,164,2,296,839,3104,11,0,0,Mid
1811,1,2,0,3,1,22,0.2,82,2,358,614,2847,4,0,1,Mid
765,1,2.5,0,3,0,44,0.3,88,8,1364,1851,2256,19,1,1,Mid
993,1,2.3,1,0,0,16,0.4,106,7,424,1639,1113,6,0,1,Low
1136,1,1.6,0,15,0,32,0.5,150,6,961,1030,3210,8,1,1,High
719,1,0.5,1,0,1,23,0.4,113,6,431,1727,3990,12,1,1,High
733,1,0.6,1,0,0,63,0.3,105,7,950,1739,984,9,0,1,Low
1946,0,2.7,1,8,0,8,0.3,123,8,647,1849,3117,2,0,0,High
1230,1,1.6,0,0,1,48,0.7,111,7,1960,1963,1622,16,1,1,Mid
1577,0,1,1,0,1,64,0.1,105,3,116,1432,2967,7,1,1,High
1514,1,1.4,0,3,1,12,0.6,138,3,306,538,1037,15,0,1,Low
579,1,2.5,0,3,0,7,1,89,8,808,1517,2908,11,0,1,Mid
574,1,3,0,1,1,30,0.9,126,2,94,1334,1167,19,0,0,Low
1072,1,2.2,1,6,0,19,0.4,114,8,380,877,2715,16,1,0,Mid
843,0,1.3,1,1,0,16,0.9,119,7,593,732,1734,14,0,1,Mid_Low
1492,1,1.5,0,5,0,11,0.9,85,3,1684,1746,2259,19,1,1,High
1807,1,2.9,0,0,0,16,0.2,125,3,1221,1415,2921,17,1,0,High
909,1,0.7,1,7,0,47,0.1,146,3,410,1643,1244,16,1,0,Low
1876,0,1.3,1,9,1,64,1,98,3,600,1211,3132,2,1,1,High
1436,1,2.4,1,3,1,23,0.3,106,5,189,1411,2488,8,0,0,Mid
1251,0,0.5,1,10,1,29,0.7,133,6,308,591,1052,11,0,0,Low
636,0,0.5,0,8,1,28,0.9,152,2,148,742,2927,3,0,0,Mid
1354,1,0.7,1,3,1,26,0.5,136,4,297,918,2090,13,1,0,Mid_Low
930,1,0.5,1,3,1,34,0.5,190,4,1050,1726,2131,6,0,1,Mid
1830,1,1,0,7,1,47,0.3,117,1,1191,1882,3362,11,0,0,High
1424,0,0.5,1,16,1,23,0.6,80,4,1399,1663,1053,16,1,1,Mid_Low
583,1,0.9,1,1,0,51,0.9,88,8,1658,1794,1799,7,1,0,Mid_Low
648,1,0.5,1,9,1,54,0.4,109,5,1153,1817,3124,13,0,0,High
1203,1,0.5,1,0,1,11,0.9,109,2,35,510,1672,19,1,0,Low
1777,0,2.2,1,0,0,15,0.2,100,4,553,874,1552,10,1,0,Mid_Low
1299,1,2.8,1,0,0,64,0.5,83,6,46,908,1938,5,0,1,Mid_Low
1494,0,1.9,0,2,1,47,0.4,129,2,207,1177,3202,14,0,0,High
527,0,0.7,1,4,0,53,0.9,128,1,67,1924,1302,13,0,0,Low
793,1,2.8,1,1,1,64,0.4,179,4,818,1006,2296,5,1,0,Mid_Low
873,1,0.5,1,6,0,8,0.6,152,7,1257,1411,575,7,0,1,Low
722,0,1.1,0,12,0,12,1,93,6,138,1371,2359,3,0,0,Mid_Low
1250,1,1.5,0,14,1,20,0.4,167,5,11,1020,3314,6,1,1,Mid
1358,0,1.7,0,0,0,60,0.6,147,3,889,1635,440,13,0,0,Low
1035,1,1.9,1,8,0,11,1,173,6,831,1709,2002,5,1,0,Mid_Low
1289,0,0.8,1,3,1,16,0.9,161,6,713,1854,3167,20,1,0,High
1445,0,2.2,1,2,0,37,0.4,82,2,527,1393,3480,17,1,1,High
1702,1,2.3,1,12,1,47,0.6,107,2,1284,1643,595,19,0,1,Mid_Low
534,0,0.5,1,4,0,2,0.2,85,5,911,1220,2466,18,1,1,Mid
628,1,1.8,0,5,0,60,0.2,87,6,1047,1534,1337,14,1,0,Mid_Low
